INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCoef,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,minicam.energy.input,coefficient,market.name,new.vintage.only
IN,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,IN,1
IN,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,IN,1
IN,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,IN,1
IN,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,IN,1
IN,electricity,gas,gas (CC),1975,ELEC_RPS,0,IN,1
IN,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,IN,1
IN,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,IN,1
IN,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,IN,1
IN,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,IN,1
IN,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,IN,1
IN,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,IN,1
IN,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,IN,1
IN,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,IN,1
IN,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,IN,1
IN,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,IN,1
IN,electricity,wind,wind,1975,ELEC_RPS,0,IN,1
IN,electricity,wind,wind_storage,1975,ELEC_RPS,0,IN,1
IN,electricity,solar,PV,1975,ELEC_RPS,0,IN,1
IN,electricity,solar,PV_storage,1975,ELEC_RPS,0,IN,1
IN,electricity,solar,CSP,1975,ELEC_RPS,0,IN,1
IN,electricity,solar,CSP_storage,1975,ELEC_RPS,0,IN,1
IN,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,IN,1
KS,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,KS,1
KS,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,KS,1
KS,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,KS,1
KS,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,KS,1
KS,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,KS,1
KS,electricity,gas,gas (CC),1975,ELEC_RPS,0,KS,1
KS,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,KS,1
KS,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,KS,1
KS,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,KS,1
KS,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,KS,1
KS,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,KS,1
KS,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,KS,1
KS,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,KS,1
KS,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,KS,1
KS,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,KS,1
KS,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,KS,1
KS,electricity,wind,wind,1975,ELEC_RPS,0,KS,1
KS,electricity,wind,wind_storage,1975,ELEC_RPS,0,KS,1
KS,electricity,solar,PV,1975,ELEC_RPS,0,KS,1
KS,electricity,solar,PV_storage,1975,ELEC_RPS,0,KS,1
KS,electricity,solar,CSP,1975,ELEC_RPS,0,KS,1
KS,electricity,solar,CSP_storage,1975,ELEC_RPS,0,KS,1
KS,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,KS,1
KY,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,KY,1
KY,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,KY,1
KY,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,KY,1
KY,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,KY,1
KY,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,KY,1
KY,electricity,gas,gas (CC),1975,ELEC_RPS,0,KY,1
KY,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,KY,1
KY,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,KY,1
KY,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,KY,1
KY,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,KY,1
KY,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,KY,1
KY,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,KY,1
KY,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,KY,1
KY,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,KY,1
KY,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,KY,1
KY,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,KY,1
KY,electricity,wind,wind,1975,ELEC_RPS,0,KY,1
KY,electricity,wind,wind_storage,1975,ELEC_RPS,0,KY,1
KY,electricity,solar,PV,1975,ELEC_RPS,0,KY,1
KY,electricity,solar,PV_storage,1975,ELEC_RPS,0,KY,1
KY,electricity,solar,CSP,1975,ELEC_RPS,0,KY,1
KY,electricity,solar,CSP_storage,1975,ELEC_RPS,0,KY,1
KY,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,KY,1
LA,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,LA,1
LA,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,LA,1
LA,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,LA,1
LA,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,LA,1
LA,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,LA,1
LA,electricity,gas,gas (CC),1975,ELEC_RPS,0,LA,1
LA,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,LA,1
LA,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,LA,1
LA,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,LA,1
LA,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,LA,1
LA,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,LA,1
LA,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,LA,1
LA,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,LA,1
LA,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,LA,1
LA,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,LA,1
LA,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,LA,1
LA,electricity,wind,wind,1975,ELEC_RPS,0,LA,1
LA,electricity,wind,wind_storage,1975,ELEC_RPS,0,LA,1
LA,electricity,solar,PV,1975,ELEC_RPS,0,LA,1
LA,electricity,solar,PV_storage,1975,ELEC_RPS,0,LA,1
LA,electricity,solar,CSP,1975,ELEC_RPS,0,LA,1
LA,electricity,solar,CSP_storage,1975,ELEC_RPS,0,LA,1
LA,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,LA,1
MA,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MA,1
MA,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MA,1
MA,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MA,1
MA,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MA,1
MA,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MA,1
MA,electricity,gas,gas (CC),1975,ELEC_RPS,0,MA,1
MA,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MA,1
MA,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MA,1
MA,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MA,1
MA,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MA,1
MA,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MA,1
MA,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MA,1
MA,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MA,1
MA,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MA,1
MA,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MA,1
MA,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MA,1
MA,electricity,wind,wind,1975,ELEC_RPS,0,MA,1
MA,electricity,wind,wind_storage,1975,ELEC_RPS,0,MA,1
MA,electricity,solar,PV,1975,ELEC_RPS,0,MA,1
MA,electricity,solar,PV_storage,1975,ELEC_RPS,0,MA,1
MA,electricity,solar,CSP,1975,ELEC_RPS,0,MA,1
MA,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MA,1
MA,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MA,1
MD,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MD,1
MD,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MD,1
MD,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MD,1
MD,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MD,1
MD,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MD,1
MD,electricity,gas,gas (CC),1975,ELEC_RPS,0,MD,1
MD,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MD,1
MD,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MD,1
MD,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MD,1
MD,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MD,1
MD,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MD,1
MD,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MD,1
MD,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MD,1
MD,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MD,1
MD,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MD,1
MD,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MD,1
MD,electricity,wind,wind,1975,ELEC_RPS,0,MD,1
MD,electricity,wind,wind_storage,1975,ELEC_RPS,0,MD,1
MD,electricity,solar,PV,1975,ELEC_RPS,0,MD,1
MD,electricity,solar,PV_storage,1975,ELEC_RPS,0,MD,1
MD,electricity,solar,CSP,1975,ELEC_RPS,0,MD,1
MD,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MD,1
MD,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MD,1
ME,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,ME,1
ME,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,ME,1
ME,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,ME,1
ME,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,ME,1
ME,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,ME,1
ME,electricity,gas,gas (CC),1975,ELEC_RPS,0,ME,1
ME,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,ME,1
ME,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,ME,1
ME,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,ME,1
ME,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,ME,1
ME,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,ME,1
ME,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,ME,1
ME,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,ME,1
ME,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,ME,1
ME,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,ME,1
ME,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,ME,1
ME,electricity,wind,wind,1975,ELEC_RPS,0,ME,1
ME,electricity,wind,wind_storage,1975,ELEC_RPS,0,ME,1
ME,electricity,solar,PV,1975,ELEC_RPS,0,ME,1
ME,electricity,solar,PV_storage,1975,ELEC_RPS,0,ME,1
ME,electricity,solar,CSP,1975,ELEC_RPS,0,ME,1
ME,electricity,solar,CSP_storage,1975,ELEC_RPS,0,ME,1
ME,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,ME,1
MI,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MI,1
MI,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MI,1
MI,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MI,1
MI,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MI,1
MI,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MI,1
MI,electricity,gas,gas (CC),1975,ELEC_RPS,0,MI,1
MI,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MI,1
MI,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MI,1
MI,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MI,1
MI,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MI,1
MI,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MI,1
MI,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MI,1
MI,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MI,1
MI,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MI,1
MI,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MI,1
MI,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MI,1
MI,electricity,wind,wind,1975,ELEC_RPS,0,MI,1
MI,electricity,wind,wind_storage,1975,ELEC_RPS,0,MI,1
MI,electricity,solar,PV,1975,ELEC_RPS,0,MI,1
MI,electricity,solar,PV_storage,1975,ELEC_RPS,0,MI,1
MI,electricity,solar,CSP,1975,ELEC_RPS,0,MI,1
MI,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MI,1
MI,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MI,1
MN,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MN,1
MN,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MN,1
MN,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MN,1
MN,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MN,1
MN,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MN,1
MN,electricity,gas,gas (CC),1975,ELEC_RPS,0,MN,1
MN,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MN,1
MN,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MN,1
MN,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MN,1
MN,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MN,1
MN,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MN,1
MN,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MN,1
MN,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MN,1
MN,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MN,1
MN,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MN,1
MN,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MN,1
MN,electricity,wind,wind,1975,ELEC_RPS,0,MN,1
MN,electricity,wind,wind_storage,1975,ELEC_RPS,0,MN,1
MN,electricity,solar,PV,1975,ELEC_RPS,0,MN,1
MN,electricity,solar,PV_storage,1975,ELEC_RPS,0,MN,1
MN,electricity,solar,CSP,1975,ELEC_RPS,0,MN,1
MN,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MN,1
MN,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MN,1
MO,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MO,1
MO,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MO,1
MO,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MO,1
MO,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MO,1
MO,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MO,1
MO,electricity,gas,gas (CC),1975,ELEC_RPS,0,MO,1
MO,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MO,1
MO,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MO,1
MO,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MO,1
MO,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MO,1
MO,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MO,1
MO,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MO,1
MO,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MO,1
MO,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MO,1
MO,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MO,1
MO,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MO,1
MO,electricity,wind,wind,1975,ELEC_RPS,0,MO,1
MO,electricity,wind,wind_storage,1975,ELEC_RPS,0,MO,1
MO,electricity,solar,PV,1975,ELEC_RPS,0,MO,1
MO,electricity,solar,PV_storage,1975,ELEC_RPS,0,MO,1
MO,electricity,solar,CSP,1975,ELEC_RPS,0,MO,1
MO,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MO,1
MO,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MO,1
MS,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MS,1
MS,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MS,1
MS,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MS,1
MS,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MS,1
MS,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MS,1
MS,electricity,gas,gas (CC),1975,ELEC_RPS,0,MS,1
MS,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MS,1
MS,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MS,1
MS,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MS,1
MS,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MS,1
MS,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MS,1
MS,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MS,1
MS,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MS,1
MS,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MS,1
MS,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MS,1
MS,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MS,1
MS,electricity,wind,wind,1975,ELEC_RPS,0,MS,1
MS,electricity,wind,wind_storage,1975,ELEC_RPS,0,MS,1
MS,electricity,solar,PV,1975,ELEC_RPS,0,MS,1
MS,electricity,solar,PV_storage,1975,ELEC_RPS,0,MS,1
MS,electricity,solar,CSP,1975,ELEC_RPS,0,MS,1
MS,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MS,1
MS,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MS,1
MT,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,MT,1
MT,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,MT,1
MT,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,MT,1
MT,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,MT,1
MT,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,MT,1
MT,electricity,gas,gas (CC),1975,ELEC_RPS,0,MT,1
MT,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,MT,1
MT,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,MT,1
MT,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,MT,1
MT,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,MT,1
MT,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,MT,1
MT,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,MT,1
MT,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,MT,1
MT,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,MT,1
MT,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,MT,1
MT,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,MT,1
MT,electricity,wind,wind,1975,ELEC_RPS,0,MT,1
MT,electricity,wind,wind_storage,1975,ELEC_RPS,0,MT,1
MT,electricity,solar,PV,1975,ELEC_RPS,0,MT,1
MT,electricity,solar,PV_storage,1975,ELEC_RPS,0,MT,1
MT,electricity,solar,CSP,1975,ELEC_RPS,0,MT,1
MT,electricity,solar,CSP_storage,1975,ELEC_RPS,0,MT,1
MT,electricity,geothermal,geothermal,1975,ELEC_RPS,0,MT,1
MT,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,MT,1
NC,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,NC,1
NC,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,NC,1
NC,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,NC,1
NC,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,NC,1
NC,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,NC,1
NC,electricity,gas,gas (CC),1975,ELEC_RPS,0,NC,1
NC,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,NC,1
NC,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,NC,1
NC,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,NC,1
NC,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,NC,1
NC,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,NC,1
NC,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,NC,1
NC,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,NC,1
NC,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,NC,1
NC,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,NC,1
NC,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,NC,1
NC,electricity,wind,wind,1975,ELEC_RPS,0,NC,1
NC,electricity,wind,wind_storage,1975,ELEC_RPS,0,NC,1
NC,electricity,solar,PV,1975,ELEC_RPS,0,NC,1
NC,electricity,solar,PV_storage,1975,ELEC_RPS,0,NC,1
NC,electricity,solar,CSP,1975,ELEC_RPS,0,NC,1
NC,electricity,solar,CSP_storage,1975,ELEC_RPS,0,NC,1
NC,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,NC,1
ND,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,ND,1
ND,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,ND,1
ND,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,ND,1
ND,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,ND,1
ND,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,ND,1
ND,electricity,gas,gas (CC),1975,ELEC_RPS,0,ND,1
ND,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,ND,1
ND,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,ND,1
ND,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,ND,1
ND,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,ND,1
ND,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,ND,1
ND,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,ND,1
ND,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,ND,1
ND,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,ND,1
ND,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,ND,1
ND,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,ND,1
ND,electricity,wind,wind,1975,ELEC_RPS,0,ND,1
ND,electricity,wind,wind_storage,1975,ELEC_RPS,0,ND,1
ND,electricity,solar,PV,1975,ELEC_RPS,0,ND,1
ND,electricity,solar,PV_storage,1975,ELEC_RPS,0,ND,1
ND,electricity,solar,CSP,1975,ELEC_RPS,0,ND,1
ND,electricity,solar,CSP_storage,1975,ELEC_RPS,0,ND,1
ND,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,ND,1
NE,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,NE,1
NE,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,NE,1
NE,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,NE,1
NE,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,NE,1
NE,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,NE,1
NE,electricity,gas,gas (CC),1975,ELEC_RPS,0,NE,1
NE,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,NE,1
NE,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,NE,1
NE,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,NE,1
NE,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,NE,1
NE,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,NE,1
NE,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,NE,1
NE,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,NE,1
NE,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,NE,1
NE,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,NE,1
NE,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,NE,1
NE,electricity,wind,wind,1975,ELEC_RPS,0,NE,1
NE,electricity,wind,wind_storage,1975,ELEC_RPS,0,NE,1
NE,electricity,solar,PV,1975,ELEC_RPS,0,NE,1
NE,electricity,solar,PV_storage,1975,ELEC_RPS,0,NE,1
NE,electricity,solar,CSP,1975,ELEC_RPS,0,NE,1
NE,electricity,solar,CSP_storage,1975,ELEC_RPS,0,NE,1
NE,elect_td_bld,rooftop_pv,rooftop_pv,1975,ELEC_RPS,0,NE,1
NH,electricity,coal,coal (conv pul),1975,ELEC_RPS,0,NH,1
NH,electricity,coal,coal (conv pul CCS),1975,ELEC_RPS,0,NH,1
NH,electricity,coal,coal (IGCC),1975,ELEC_RPS,0,NH,1
NH,electricity,coal,coal (IGCC CCS),1975,ELEC_RPS,0,NH,1
NH,electricity,gas,gas (steam/CT),1975,ELEC_RPS,0,NH,1
NH,electricity,gas,gas (CC),1975,ELEC_RPS,0,NH,1
NH,electricity,gas,gas (CC CCS),1975,ELEC_RPS,0,NH,1
NH,electricity,refined liquids,refined liquids (steam/CT),1975,ELEC_RPS,0,NH,1
NH,electricity,refined liquids,refined liquids (CC),1975,ELEC_RPS,0,NH,1
NH,electricity,refined liquids,refined liquids (CC CCS),1975,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (conv),1975,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (conv CCS),1975,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (IGCC),1975,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (IGCC CCS),1975,ELEC_RPS,0,NH,1
NH,electricity,nuclear,Gen_II_LWR,1975,ELEC_RPS,0,NH,1
NH,electricity,nuclear,Gen_III,1975,ELEC_RPS,0,NH,1
NH,electricity,wind,wind,1975,ELEC_RPS,0,NH,1
NH,electricity,wind,wind_storage,1975,ELEC_RPS,0,NH,1
